Date,City,Humidity,AcresBurned
20200109,Laguna Niguel,59.02,65.98
20200109,Laguna Woods,48.62,51.23
20200109,Lake Elsinore,40.2,103.28
20200109,Lake Forest,23.63,34.39
20200109,Lakeport,38.91,99.09
20200109,Lakewood,10.62,60.57
20200109,Lancaster,51.66,129.12
20200109,Larkspur,37.73,112.6
20200109,Lathrop,3.5,40.79
20200109,Lawndale,41.31,61.02
20200109,Lemon Grove,42.37,65.66
20200109,Lemoore,11.5,85.42
20200109,Lincoln,13.55,118.97
20200109,Lindsay,11.6,100.68
20200109,Live Oak,34.19,35.74
20200109,Livermore,45.09,46.79
20200109,Livingston,28.85,31.64
20200109,Lodi,43.83,37.74
20200109,Loma Linda,2.88,59.81
20200109,Lomita,57.83,50.33
20200109,Lompoc,43.75,91.23
20200109,Long Beach,15.34,122.66
20200109,Loomis,4.05,73.32
20200109,Los Alamitos,18.93,112.98
20200109,Los Altos,10.83,88.57
20200109,Los Altos Hills,27.55,109.43
20200109,Los Angeles,9.05,89.31
20200109,Los Banos,5.28,66.21
20200109,Los Gatos,44.67,100.89
20200109,Loyalton,32.74,64.51
20200109,Lynwood,46.49,111.88
20200109,Madera,3.32,100.78
20200109,Malibu,19.65,122.15
20200109,Mammoth Lakes,50.89,67.66
20200109,Manhattan Beach,11.69,126.42
20200109,Manteca,41.46,81.31
20200109,Maricopa,30.23,44.92
20200109,Marina,46.15,120.52
20200109,Martinez,13.19,98.55
20200109,Marysville,36.43,120.57
20200109,Maywood,28.83,37.16
20200109,McFarland,21.95,79.12
20200109,Mendota,9.36,89.1
20200109,Menifee,20.8,117.69
20200109,Menlo Park,1.45,117.79
20200109,Merced,52.69,53.44
20200109,Mill Valley,2.16,41.24
20200109,Millbrae,4.44,40.61
20200109,Milpitas,38.72,102.86
20200109,Mission Viejo,28.2,53.42
20200109,Modesto,20.18,75.87
20200109,Monrovia,43.33,120.5
20200109,Montague,48.19,119.32
20200109,Montclair,46.59,45.03
20200109,Monte Sereno,33.93,83.86
20200109,Montebello,17.64,123.82
20200109,Monterey,18.23,84.16
20200109,Monterey Park,14.19,92.81
20200109,Moorpark,0.24,114.18
20200109,Moraga,40.53,89.1
20200109,Moreno Valley,4.61,38.94
20200109,Morgan Hill,25.07,81.47
20200109,Morro Bay,21.27,119.29
20200109,Mount Shasta,23.14,37.37
20200109,Mountain View,20.37,55.69
20200109,Murrieta,11.41,93.94
20200109,Napa,33.16,115.29
20200109,National City,31.63,94.12
20200109,Needles,0.57,77.13
20200109,Nevada City,18.63,76.45
20200109,Newark,55.46,108.22
20200109,Newman,20.51,65.05
20200109,Newport Beach,16.41,58.52
20200109,Norco,7.41,48.7
20200109,Norwalk,47.82,54.25
20200109,Novato,34.78,92.54
20200109,Oakdale,21.61,91.41
20200109,Oakland,8.23,121.13
20200109,Oakley,44.06,102.85
20200109,Oceanside,4.41,85.46
20200109,Ojai,9.19,48.78
20200109,Ontario,26.9,69.39
20200109,Orange,18.25,71.2
20200109,Orange Cove,48.12,116.38
20200109,Orinda,45.42,80.73
20200109,Orland,15.49,112.09
20200109,Oroville,36.91,110.89
20200109,Oxnard,1.99,32.13
20200109,Pacific Grove,51.87,83.94
20200109,Pacifica,10.36,105.65
20200109,Palm Desert,2.97,42.9
20200109,Palm Springs,33.45,83.18
20200109,Palmdale,55.84,123.17
20200109,Palo Alto,36.52,36.71
20200109,Palos Verdes Estates,16.79,102.31
20200109,Paradise,34.48,50.41
20200109,Paramount,15.01,107.33
20200109,Parlier,52.19,89.77
20200109,Pasadena,4.14,79.05
20200109,Paso Robles,59.48,84.67
20200109,Patterson,13.25,105.23
20200109,Perris,31.72,127.63
20200109,Petaluma,56.66,77.88
20200109,Pico Rivera,21.82,32.86
20200109,Piedmont,46.62,53.25
20200109,Pinole,11.85,75.29
20200109,Pismo Beach,2.68,103.89
20200109,Pittsburg,4.11,93.27
20200109,Placentia,15.36,88.57
20200109,Placerville,52.25,68.98
20200109,Pleasant Hill,28.13,79.0
20200109,Pleasanton,3.66,60.33
20200109,Plymouth,49.7,91.25
20200109,Point Arena,7.55,99.48
20200109,Pomona,14.12,59.08
20200109,Port Hueneme,16.09,68.13
20200109,Porterville,59.08,46.06
20200109,Portola,45.55,109.73
20200109,Portola Valley,2.25,45.77
20200109,Poway,57.58,121.35
20200109,Rancho Cordova,45.75,45.36
20200109,Rancho Cucamonga,11.14,56.46
20200109,Rancho Mirage,43.45,74.09
20200109,Rancho Palos Verdes,10.93,124.08
20200109,Rancho Santa Margarita,7.33,108.69
20200109,Red Bluff,36.19,54.01
20200109,Redding,20.24,38.43
20200109,Redlands,25.59,55.85
20200109,Redondo Beach,10.93,89.08
20200109,Redwood City,23.88,112.92
20200109,Reedley,19.86,62.67
20200109,Rialto,59.92,109.54
20200109,Richmond,11.79,99.88
20200109,Ridgecrest,17.78,91.17
20200109,Rio Dell,46.59,108.53
20200109,Rio Vista,50.41,110.71
20200109,Ripon,5.84,98.26
20200109,Riverbank,4.88,99.23
20200109,Riverside,16.74,83.4
20200109,Rocklin,19.12,74.4
20200109,Rohnert Park,25.57,95.22
20200109,Rolling Hills,2.51,103.4
20200109,Rolling Hills Estates,9.65,110.73
20200109,Rosemead,24.83,47.59
20200109,Roseville,48.64,66.96
20200109,Ross,37.47,57.83
20200109,Sacramento,32.56,122.49
20200109,St. Helena,31.78,47.58
20200109,Salinas,1.26,41.74
20200109,San Anselmo,34.88,101.48
20200109,San Bernardino,25.33,80.63
20200109,San Bruno,30.44,128.13
20200109,San Carlos,49.31,56.87
20200109,San Clemente,0.66,101.46
20200109,San Diego,27.86,46.69
20200109,San Dimas,18.45,117.6
20200109,San Fernando,20.54,30.82
20200109,San Francisco,23.85,67.81
20200109,San Gabriel,14.2,39.4
20200109,San Jacinto,46.99,52.02
20200109,San Joaquin,47.89,123.27
20200109,San Jose,35.79,94.41
20200109,San Juan Bautista,51.99,35.71
20200109,San Juan Capistrano,49.1,112.25
20200109,San Leandro,51.47,106.62
20200109,San Luis Obispo,15.89,91.47
20200109,San Marcos,56.35,43.57
20200109,San Marino,48.22,52.08
20200109,San Mateo,13.18,31.14
20200109,San Pablo,19.11,124.47
20200109,San Rafael,50.45,82.57
20200109,San Ramon,30.75,51.12
20200109,Sand City,44.36,57.21
20200109,Sanger,50.36,122.85
20200109,Santa Ana,1.45,89.38
20200109,Santa Barbara,41.72,103.71
20200109,Santa Clara,33.34,127.61
20200109,Santa Clarita,46.12,74.63
20200109,Santa Cruz,11.04,57.67
20200109,Santa Fe Springs,35.36,58.46
20200109,Santa Maria,36.87,85.91
20200109,Santa Monica,21.5,50.26
20200109,Santa Paula,30.08,68.55
20200109,Santa Rosa,19.88,44.44
20200109,Santee,37.4,42.33
20200109,Saratoga,37.56,115.83
20200109,Sausalito,14.07,102.17
20200109,Scotts Valley,11.27,73.24
20200109,Seal Beach,57.76,97.54
20200109,Seaside,5.26,120.86
20200109,Sebastopol,16.57,81.44
20200109,Selma,23.16,44.17
20200109,Shafter,35.5,99.15
20200109,Shasta Lake,53.65,81.54
20200109,Sierra Madre,39.54,74.3
20200109,Signal Hill,8.61,66.73
20200109,Simi Valley,33.9,57.01
20200109,Solana Beach,3.45,114.02
20200109,Soledad,18.34,35.39
20200109,Solvang,6.68,56.35
20200109,Sonoma,16.66,90.27
20200109,Sonora,11.43,82.8
20200109,South El Monte,47.89,114.48
20200109,South Gate,32.5,120.81
20200109,South Lake Tahoe,19.9,127.01
20200109,South Pasadena,12.84,55.59
20200109,South San Francisco,56.64,52.81
20200109,Stanton,30.04,101.36
20200109,Stockton,18.9,54.74
20200109,Suisun City,54.54,111.98
20200109,Sunnyvale,41.79,63.13
20200109,Susanville,10.46,87.23
20200109,Sutter Creek,25.06,77.04
20200109,Taft,32.05,83.27
20200109,Tehachapi,56.51,50.49
20200109,Tehama,42.14,107.9
20200109,Temecula,40.8,129.05
20200109,Temple City,25.36,127.01
20200109,Thousand Oaks,13.32,52.4
20200109,Tiburon,55.32,80.64
20200109,Torrance,7.57,49.76
20200109,Tracy,22.91,116.33
20200109,Trinidad,2.82,116.69
20200109,Truckee,54.93,90.37
20200109,Tulare,38.65,73.57
20200109,Tulelake,41.93,99.65
20200109,Turlock,46.99,42.17
20200109,Tustin,45.08,58.62
20200109,Twentynine Palms,36.4,119.99
20200109,Ukiah,14.71,52.49
20200109,Union City,29.36,105.36
20200109,Upland,32.89,97.62
20200109,Vacaville,53.99,117.19
20200109,Vallejo,27.41,93.02
20200109,Ventura,10.57,104.84
20200109,Vernon,52.94,115.65
20200109,Victorville,4.62,70.86
20200109,Villa Park,51.64,40.05
20200109,Visalia,44.5,121.07
20200109,Vista,29.49,58.39
20200109,Walnut,13.55,96.92
20200109,Walnut Creek,2.6,33.32
20200109,Wasco,26.55,62.64
20200109,Waterford,52.91,59.66
20200109,Watsonville,35.94,114.78
20200109,Weed,25.27,41.56
20200109,West Covina,0.83,33.73
20200109,West Hollywood,20.99,45.92
20200109,West Sacramento,54.95,73.15
20200109,Westlake Village,47.03,66.53
20200109,Westminster,45.43,69.89
20200109,Westmorland,29.57,58.79
20200109,Wheatland,59.2,72.94
20200109,Whittier,24.86,89.5
20200109,Wildomar,27.26,42.1
20200109,Williams,7.99,74.5
20200109,Willits,5.69,54.33
20200109,Willows,45.68,42.76
20200109,Windsor,50.19,64.76
20200109,Winters,16.41,97.38
20200109,Woodlake,9.39,91.51
20200109,Woodland,38.46,109.14
20200109,Woodside,15.59,113.37
20200109,Yorba Linda,42.91,123.25
20200109,Yountville,35.42,108.45
20200109,Yreka,55.53,32.07
20200109,Yuba City,46.9,73.72
20200109,Yucaipa,26.33,54.12
20200109,Yucca Valley,55.69,82.15
20200110,Adelanto,17.97,97.3
20200110,Agoura Hills,43.26,51.45
20200110,Alameda,29.4,89.38
20200110,Albany,31.77,30.15
20200110,Alhambra,27.82,32.91
20200110,Aliso Viejo,31.12,35.21
20200110,Alturas,18.56,93.42
20200110,Amador City,51.86,119.83
20200110,American Canyon,47.17,67.05
20200110,Anaheim,17.88,129.27
20200110,Anderson,14.52,77.41
20200110,Angels Camp,40.13,35.61
20200110,Antioch,26.48,40.39
20200110,Apple Valley,34.92,114.82
20200110,Arcadia,54.44,84.31
20200110,Arcata,0.42,95.56
20200110,Arroyo Grande,1.76,37.11
20200110,Artesia,42.18,71.22
20200110,Arvin,48.92,84.77
20200110,Atascadero,41.93,92.47
20200110,Atherton,44.16,68.84
20200110,Atwater,33.11,74.54
20200110,Auburn,6.37,114.22
20200110,Avalon,40.26,104.7
20200110,Avenal,51.42,111.49
20200110,Azusa,31.21,117.98
20200110,Bakersfield,25.63,39.67
20200110,Baldwin Park,8.02,114.38
20200110,Banning,17.86,67.14
20200110,Barstow,20.39,40.59
20200110,Beaumont,58.82,73.85
20200110,Bell,11.95,110.58
20200110,Bell Gardens,40.58,92.36
20200110,Bellflower,44.53,97.98
20200110,Belmont,44.68,89.82
20200110,Belvedere,11.73,44.21
20200110,Benicia,42.04,30.99
20200110,Berkeley,5.13,32.72
20200110,Beverly Hills,18.22,99.68
20200110,Big Bear Lake,39.41,44.75
20200110,Biggs,49.91,90.92
20200110,Bishop,32.94,128.28
20200110,Blue Lake,34.32,37.79
20200110,Blythe,41.83,33.73
20200110,Bradbury,41.24,77.15
20200110,Brawley,1.96,62.21
20200110,Brea,20.39,102.58
20200110,Brentwood,13.71,78.32
20200110,Brisbane,23.85,41.96
20200110,Buellton,12.21,52.28
20200110,Buena Park,3.31,75.37
20200110,Burbank,36.04,119.43
20200110,Burlingame,19.01,97.64
20200110,Calabasas,21.0,31.76
20200110,Calexico,58.78,48.15
20200110,California City,40.98,42.76
20200110,Calimesa,51.34,48.7
20200110,Calipatria,53.29,62.15
20200110,Calistoga,12.77,61.57
20200110,Camarillo,47.96,52.14
20200110,Campbell,25.13,84.23
20200110,Canyon Lake,54.86,34.91
20200110,Capitola,20.72,107.86
20200110,Carlsbad,10.28,60.44
20200110,CarmelbytheSea,47.79,57.31
20200110,Carpinteria,45.77,114.84
20200110,Carson,26.82,122.9
20200110,Cathedral City,15.79,126.13
20200110,Ceres,32.9,46.62
20200110,Cerritos,49.19,121.97
20200110,Chico,9.68,108.74
20200110,Chino,52.57,68.96
20200110,Chino Hills,36.98,101.1
20200110,Chowchilla,28.49,58.28
20200110,Chula Vista,12.64,32.62
20200110,Citrus Heights,1.17,58.26
20200110,Claremont,9.44,111.85
20200110,Clayton,54.36,58.19
20200110,Clearlake,46.52,75.52
20200110,Cloverdale,48.87,102.51
20200110,Clovis,7.41,33.95
20200110,Coachella,7.73,52.0
20200110,Coalinga,44.98,86.29
20200110,Colfax,0.05,102.64
20200110,Colma,9.49,69.76
20200110,Colton,25.63,60.66
20200110,Colusa,8.59,97.22
20200110,Commerce,43.19,79.72
20200110,Compton,3.68,86.7
20200110,Concord,21.07,126.32
20200110,Corcoran,37.91,129.29
20200110,Corning,11.28,95.0
20200110,Corona,19.64,116.38
20200110,Coronado,1.28,126.53
20200110,Corte Madera,9.6,85.19
20200110,Costa Mesa,24.45,127.87
20200110,Cotati,52.66,58.35
20200110,Covina,22.39,69.17
20200110,Crescent City,58.95,48.7
20200110,Cudahy,41.84,33.54
20200110,Culver City,19.83,49.23
20200110,Cupertino,57.5,80.08
20200110,Cypress,54.75,40.44
20200110,Daly City,26.24,65.74
20200110,Dana Point,18.94,34.65
20200110,Danville,1.2,67.67
20200110,Davis,18.53,54.51
20200110,Del Mar,2.37,77.2
20200110,Del Rey Oaks,7.64,125.71
20200110,Delano,53.32,119.04
20200110,Desert Hot Springs,36.72,122.26
20200110,Diamond Bar,38.92,60.54
20200110,Dinuba,29.25,97.63
20200110,Dixon,54.38,32.37
20200110,Dorris,23.37,122.14
20200110,Dos Palos,5.08,93.23
20200110,Downey,5.49,108.9
20200110,Duarte,59.33,106.3
20200110,Dublin,35.51,47.37
20200110,Dunsmuir,2.02,105.55
20200110,East Palo Alto,42.22,60.95
20200110,Eastvale,23.18,113.89
20200110,El Cajon,48.88,91.79
20200110,El Centro,49.24,116.78
20200110,El Cerrito,2.59,31.34
20200110,El Monte,1.69,73.56
20200110,El Segundo,49.79,60.2
20200110,Elk Grove,19.67,119.39
20200110,Emeryville,44.68,106.97
20200110,Encinitas,3.78,102.49
20200110,Escalon,8.48,49.9
20200110,Escondido,1.35,38.96
20200110,Etna,59.94,108.6
20200110,Eureka,45.56,32.73
20200110,Exeter,44.75,84.58
20200110,Fairfax,55.0,71.95
20200110,Fairfield,16.86,125.98
20200110,Farmersville,18.61,77.81
20200110,Ferndale,26.13,80.89
20200110,Fillmore,39.42,59.71
20200110,Firebaugh,55.36,86.11
20200110,Folsom,25.43,59.26
20200110,Fontana,34.47,96.32
20200110,Fort Bragg,30.8,38.84
20200110,Fort Jones,2.82,72.96
20200110,Fortuna,7.8,61.34
20200110,Foster City,42.77,84.53
20200110,Fountain Valley,10.71,45.02
20200110,Fowler,25.39,121.88
20200110,Fremont,23.43,80.61
20200110,Fresno,40.56,82.19
20200110,Fullerton,17.03,90.74
20200110,Galt,0.14,61.84
20200110,Garden Grove,31.66,106.54
20200110,Gardena,11.75,82.42
20200110,Gilroy,27.78,55.28
20200110,Glendale,34.55,31.9
20200110,Glendora,0.96,88.91
20200110,Goleta,23.16,123.43
20200110,Gonzales,54.57,35.69
20200110,Grand Terrace,51.07,95.7
20200110,Grass Valley,17.42,55.13
20200110,Greenfield,54.5,38.0
20200110,Gridley,58.88,61.34
20200110,Grover Beach,35.02,56.23
20200110,Guadalupe,31.96,100.48
20200110,Gustine,46.68,83.44
20200110,Half Moon Bay,9.61,96.02
20200110,Hanford,20.59,37.25
20200110,Hawaiian Gardens,18.74,35.46
20200110,Hawthorne,26.38,79.75
20200110,Hayward,13.35,50.13
20200110,Healdsburg,46.11,74.33
20200110,Hemet,20.82,76.08
20200110,Hercules,57.11,77.97
20200110,Hermosa Beach,41.33,65.66
20200110,Hesperia,4.71,77.65
20200110,Hidden Hills,14.15,69.78
20200110,Highland,44.33,111.23
20200110,Hillsborough,41.7,64.71
20200110,Hollister,52.44,55.48
20200110,Holtville,39.88,89.53
20200110,Hughson,12.13,46.78
20200110,Huntington Beach,20.08,31.32
20200110,Huntington Park,38.05,120.51
20200110,Huron,18.8,113.03
20200110,Imperial,58.43,129.38
20200110,Imperial Beach,16.66,101.72
20200110,Indian Wells,14.69,103.2
20200110,Indio,47.26,35.13
20200110,City of Industry,57.62,83.19
20200110,Inglewood,4.38,43.91
20200110,Ione,44.39,35.12
20200110,Irvine,22.32,116.85
20200110,Irwindale,17.5,51.71
20200110,Isleton,15.6,129.47
20200110,Jackson,54.33,103.92
20200110,Jurupa Valley,16.57,118.1
20200110,Kerman,44.04,88.22
20200110,King City,31.79,103.85
20200110,Kingsburg,4.42,58.79
20200110,La Ca�ada Flintridge,6.18,74.9
20200110,La Habra,9.44,46.42
20200110,La Habra Heights,37.71,112.79
20200110,La Mesa,58.61,38.6
20200110,La Mirada,12.52,40.48
20200110,La Palma,42.2,110.63
20200110,La Puente,48.51,48.95
20200110,La Quinta,34.12,36.76
20200110,La Verne,24.75,33.97
20200110,Lafayette,9.34,110.75
20200110,Laguna Beach,21.24,104.82
20200110,Laguna Hills,50.38,57.3
20200110,Laguna Niguel,15.51,53.2
20200110,Laguna Woods,37.29,90.79
20200110,Lake Elsinore,37.16,114.24
20200110,Lake Forest,55.9,87.53
20200110,Lakeport,10.5,96.33
20200110,Lakewood,56.35,65.67
20200110,Lancaster,2.39,79.69
20200110,Larkspur,22.64,94.44
20200110,Lathrop,41.5,50.29
20200110,Lawndale,31.19,83.61
20200110,Lemon Grove,3.26,44.49
20200110,Lemoore,52.75,89.55
20200110,Lincoln,2.48,48.92
20200110,Lindsay,38.33,65.99
20200110,Live Oak,24.88,51.55
20200110,Livermore,50.94,90.85
20200110,Livingston,30.17,120.97
20200110,Lodi,41.86,119.37
20200110,Loma Linda,43.53,85.9
20200110,Lomita,31.28,90.58
20200110,Lompoc,49.42,121.42
20200110,Long Beach,13.3,35.27
20200110,Loomis,57.45,74.53
20200110,Los Alamitos,31.89,35.94
20200110,Los Altos,39.89,74.78
20200110,Los Altos Hills,2.45,117.59
20200110,Los Angeles,54.7,49.59
20200110,Los Banos,21.95,31.46
20200110,Los Gatos,28.3,91.58
20200110,Loyalton,30.04,110.19
20200110,Lynwood,29.61,107.4
20200110,Madera,44.71,90.75
20200110,Malibu,28.91,98.44
20200110,Mammoth Lakes,40.35,52.44
20200110,Manhattan Beach,45.39,84.56
20200110,Manteca,42.6,63.45
20200110,Maricopa,42.84,55.33
20200110,Marina,55.33,88.91
20200110,Martinez,19.37,54.29
20200110,Marysville,6.28,97.03
20200110,Maywood,56.55,56.75
20200110,McFarland,41.17,38.69
20200110,Mendota,1.62,48.24
20200110,Menifee,45.2,119.84
20200110,Menlo Park,2.97,87.34
20200110,Merced,20.37,53.55
20200110,Mill Valley,5.1,31.71
20200110,Millbrae,0.61,125.6
20200110,Milpitas,8.5,104.47
20200110,Mission Viejo,2.6,77.64
20200110,Modesto,14.79,56.67
20200110,Monrovia,3.49,80.56
20200110,Montague,56.38,106.81
20200110,Montclair,3.48,82.05
20200110,Monte Sereno,20.03,110.64
20200110,Montebello,15.86,64.75
20200110,Monterey,29.68,82.79
20200110,Monterey Park,24.51,74.77
20200110,Moorpark,9.36,125.17
20200110,Moraga,27.4,122.4
20200110,Moreno Valley,53.0,121.12
20200110,Morgan Hill,40.64,94.03
20200110,Morro Bay,10.84,106.14
20200110,Mount Shasta,41.93,91.25
20200110,Mountain View,25.33,113.73
20200110,Murrieta,33.62,73.7
20200110,Napa,4.82,101.3
20200110,National City,5.08,43.02
20200110,Needles,38.74,89.19
20200110,Nevada City,55.22,89.06
20200110,Newark,35.12,92.34
20200110,Newman,22.95,115.74
20200110,Newport Beach,16.0,43.54
20200110,Norco,20.35,74.6
20200110,Norwalk,55.64,90.66
20200110,Novato,34.71,35.44
20200110,Oakdale,16.69,106.99
20200110,Oakland,51.92,86.81
20200110,Oakley,44.58,58.03
20200110,Oceanside,7.83,91.46
20200110,Ojai,25.38,79.71
20200110,Ontario,36.08,62.04
20200110,Orange,22.59,124.51
20200110,Orange Cove,9.2,53.68
20200110,Orinda,24.03,98.05
20200110,Orland,47.33,80.19
20200110,Oroville,53.66,82.91
20200110,Oxnard,17.01,85.87
20200110,Pacific Grove,18.58,102.18
20200110,Pacifica,38.27,39.42
20200110,Palm Desert,44.36,126.11
20200110,Palm Springs,22.82,37.12
20200110,Palmdale,47.17,86.31
20200110,Palo Alto,50.5,101.97
20200110,Palos Verdes Estates,36.79,59.73
20200110,Paradise,17.2,34.97
20200110,Paramount,51.76,40.56
20200110,Parlier,21.8,117.75
20200110,Pasadena,7.32,72.98
20200110,Paso Robles,13.75,73.04
20200110,Patterson,14.67,65.78
20200110,Perris,56.03,100.83
20200110,Petaluma,33.84,37.44
20200110,Pico Rivera,20.38,81.77
20200110,Piedmont,49.2,116.47
20200110,Pinole,28.4,93.05
20200110,Pismo Beach,58.72,62.18
20200110,Pittsburg,47.9,35.22
20200110,Placentia,51.62,43.63
20200110,Placerville,31.39,78.6
20200110,Pleasant Hill,46.05,32.8
20200110,Pleasanton,47.54,65.48
20200110,Plymouth,50.84,120.95
20200110,Point Arena,47.89,89.56
20200110,Pomona,47.92,57.31
20200110,Port Hueneme,29.55,34.18
20200110,Porterville,23.38,125.35
20200110,Portola,23.89,50.01
20200110,Portola Valley,17.76,32.42
20200110,Poway,57.75,118.07
20200110,Rancho Cordova,20.53,88.14
20200110,Rancho Cucamonga,2.9,129.48
20200110,Rancho Mirage,4.4,117.25
20200110,Rancho Palos Verdes,29.26,54.63
20200110,Rancho Santa Margarita,7.37,92.51
20200110,Red Bluff,45.18,114.63
20200110,Redding,54.35,42.85
20200110,Redlands,40.99,129.87
20200110,Redondo Beach,38.35,48.03
20200110,Redwood City,2.68,44.99
20200110,Reedley,37.57,122.72
20200110,Rialto,17.02,99.38
20200110,Richmond,56.62,52.25
20200110,Ridgecrest,23.42,83.19
20200110,Rio Dell,18.48,41.91
20200110,Rio Vista,42.16,116.49
20200110,Ripon,39.62,90.4
20200110,Riverbank,18.14,90.07
20200110,Riverside,11.56,73.45
20200110,Rocklin,52.81,94.78
20200110,Rohnert Park,17.52,37.75
20200110,Rolling Hills,58.8,30.31
20200110,Rolling Hills Estates,51.17,79.63
20200110,Rosemead,57.34,125.76
20200110,Roseville,52.29,104.73
20200110,Ross,22.29,56.3
20200110,Sacramento,15.32,59.29
20200110,St. Helena,3.84,80.28
20200110,Salinas,8.95,63.61
20200110,San Anselmo,13.54,67.09
20200110,San Bernardino,41.09,57.01
20200110,San Bruno,46.12,49.54
20200110,San Carlos,10.62,119.49
20200110,San Clemente,22.78,57.62
20200110,San Diego,34.2,32.24
20200110,San Dimas,48.39,45.18
20200110,San Fernando,48.02,68.83
20200110,San Francisco,56.39,44.19
20200110,San Gabriel,55.67,47.69
20200110,San Jacinto,56.14,121.32
20200110,San Joaquin,47.75,89.68
20200110,San Jose,17.56,125.07
20200110,San Juan Bautista,56.68,55.59
20200110,San Juan Capistrano,10.45,118.05
20200110,San Leandro,37.97,86.75
20200110,San Luis Obispo,58.91,69.41
20200110,San Marcos,4.07,102.79
20200110,San Marino,24.82,72.45
20200110,San Mateo,3.33,47.58
20200110,San Pablo,45.8,76.21
20200110,San Rafael,7.52,70.58
20200110,San Ramon,53.97,70.75
20200110,Sand City,49.16,120.53
20200110,Sanger,52.76,95.7
20200110,Santa Ana,58.17,115.74
20200110,Santa Barbara,47.66,115.16
20200110,Santa Clara,23.3,93.25
20200110,Santa Clarita,1.47,83.05
20200110,Santa Cruz,37.35,35.17
20200110,Santa Fe Springs,32.86,37.72
20200110,Santa Maria,36.6,45.08
20200110,Santa Monica,58.45,108.21
20200110,Santa Paula,38.32,92.46
20200110,Santa Rosa,46.27,39.76
20200110,Santee,57.6,100.98
20200110,Saratoga,0.94,40.32
20200110,Sausalito,46.26,126.87
20200110,Scotts Valley,26.52,33.92
20200110,Seal Beach,2.27,30.11
20200110,Seaside,51.85,42.52
20200110,Sebastopol,48.84,93.66
20200110,Selma,22.5,110.25
20200110,Shafter,55.0,74.52
20200110,Shasta Lake,57.01,78.27
20200110,Sierra Madre,10.12,101.17
20200110,Signal Hill,44.82,80.7
20200110,Simi Valley,37.41,44.44
20200110,Solana Beach,39.61,75.21
20200110,Soledad,29.32,101.15
20200110,Solvang,14.09,70.71
20200110,Sonoma,50.51,30.03
20200110,Sonora,6.16,47.13
20200110,South El Monte,30.97,84.13
20200110,South Gate,57.37,126.03
20200110,South Lake Tahoe,4.15,95.74
20200110,South Pasadena,55.45,115.66
20200110,South San Francisco,37.79,52.16
20200110,Stanton,59.65,84.9
20200110,Stockton,51.64,45.08
20200110,Suisun City,59.86,129.87
20200110,Sunnyvale,36.34,65.34
20200110,Susanville,43.81,77.27
20200110,Sutter Creek,33.72,116.4
20200110,Taft,56.58,61.13
20200110,Tehachapi,46.05,32.06
20200110,Tehama,15.81,66.72
20200110,Temecula,32.95,36.98
20200110,Temple City,14.54,68.3
20200110,Thousand Oaks,0.78,114.71
20200110,Tiburon,28.2,51.75
20200110,Torrance,41.5,56.99
20200110,Tracy,2.3,69.25
20200110,Trinidad,31.27,81.93
20200110,Truckee,23.05,39.93
20200110,Tulare,0.11,34.0
20200110,Tulelake,2.6,75.45
20200110,Turlock,22.04,80.53
20200110,Tustin,17.48,80.74
20200110,Twentynine Palms,44.37,75.31
20200110,Ukiah,22.36,107.62
20200110,Union City,29.37,121.27
20200110,Upland,25.44,72.84
20200110,Vacaville,23.19,113.35
20200110,Vallejo,48.52,129.55
20200110,Ventura,48.79,63.13
20200110,Vernon,46.41,86.25
20200110,Victorville,34.22,95.79
20200110,Villa Park,29.22,112.65
20200110,Visalia,28.01,41.73
20200110,Vista,52.65,104.03
20200110,Walnut,1.38,121.62
20200110,Walnut Creek,43.18,74.0
20200110,Wasco,10.79,86.09
20200110,Waterford,36.37,69.48
20200110,Watsonville,4.22,48.07
20200110,Weed,6.15,61.81
20200110,West Covina,37.84,108.48
20200110,West Hollywood,57.93,36.38
20200110,West Sacramento,18.99,117.12
20200110,Westlake Village,45.49,56.64
20200110,Westminster,8.47,49.95
20200110,Westmorland,10.32,92.47
20200110,Wheatland,57.61,83.16
20200110,Whittier,59.98,55.85
20200110,Wildomar,6.6,118.66
20200110,Williams,32.16,107.86
20200110,Willits,20.18,67.97
20200110,Willows,35.12,88.15
20200110,Windsor,46.07,95.85
20200110,Winters,31.06,44.49
20200110,Woodlake,38.32,127.91
20200110,Woodland,4.1,122.4
20200110,Woodside,35.58,128.46
20200110,Yorba Linda,12.51,42.2
20200110,Yountville,15.99,104.8
20200110,Yreka,14.55,65.59
20200110,Yuba City,47.86,104.04
20200110,Yucaipa,12.39,103.86
20200110,Yucca Valley,18.98,64.38
20200111,Adelanto,40.43,75.94
20200111,Agoura Hills,29.27,125.88
20200111,Alameda,19.29,65.71
20200111,Albany,57.93,33.76
20200111,Alhambra,56.5,60.18
20200111,Aliso Viejo,59.33,90.66
20200111,Alturas,23.85,46.59
20200111,Amador City,43.6,99.24
20200111,American Canyon,5.02,81.4
20200111,Anaheim,20.86,42.67
20200111,Anderson,27.26,121.87
20200111,Angels Camp,22.32,87.23
20200111,Antioch,45.27,38.96
20200111,Apple Valley,43.92,121.08
20200111,Arcadia,50.81,63.82
20200111,Arcata,32.92,118.85
20200111,Arroyo Grande,51.6,90.53
20200111,Artesia,28.29,60.4
20200111,Arvin,49.92,58.98
20200111,Atascadero,2.63,75.55
20200111,Atherton,45.27,74.85
20200111,Atwater,17.82,93.62
20200111,Auburn,22.17,52.63
